TimeStamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
313042.2039,-9015.66,4333.31,12573.77,11447.57,9232.19,10043.29,15015.56,15202.62
313042.2079,-9010.89,4334.26,12573.39,11444.0,9231.71,10039.47,15015.65,15201.28
313042.2119,-8996.2,4341.65,12576.01,11443.76,9235.67,10039.66,15016.84,15202.24
313042.2159,-8995.96,4342.27,12587.36,11450.91,9247.49,10047.72,15028.14,15213.06
313042.2199,-9000.49,4339.74,12587.93,11452.01,9245.97,10048.96,15027.95,15214.4
313042.2239,-9003.02,4341.84,12577.54,11445.0,9235.67,10041.62,15018.42,15204.86
313042.2279,-9006.41,4341.03,12577.11,11443.43,9238.67,10039.76,15018.23,15203.48
313042.2319,-9008.12,4344.03,12582.26,11445.48,9242.87,10042.14,15021.85,15207.2
313042.2359,-9010.98,4341.36,12571.19,11439.75,9228.95,10036.23,15013.17,15198.66
313042.2399,-8992.86,4357.77,12570.62,11434.13,9228.76,10031.03,15010.17,15195.75
313042.2439,-8986.43,4357.96,12574.63,11433.41,9233.67,10030.94,15012.79,15197.95
313042.2478,-8996.54,4345.37,12580.49,11434.27,9241.53,10031.13,15017.23,15202.86
313042.2518,-9001.07,4347.9,12573.86,11426.83,9234.43,10022.45,15009.45,15195.94
313042.2558,-9000.4,4352.76,12564.33,11421.73,9224.32,10017.78,15001.73,15188.31
313042.2598,-9011.27,4345.32,12559.32,11417.1,9220.08,10013.77,14997.67,15184.88
313042.2638,-9016.85,4340.36,12563.18,11420.39,9223.99,10017.06,15001.54,15187.79
313042.2678,-9011.79,4342.13,12566.04,11426.64,9226.94,10022.31,15005.3,15189.7
313042.2718,-9015.13,4334.64,12559.8,11419.82,9219.46,10017.54,14998.58,15184.55
313042.2758,-9015.51,4336.64,12561.61,11423.92,9219.79,10021.78,15000.77,15187.41
313042.2798,-9020.57,4337.26,12560.75,11428.88,9218.65,10025.65,15002.2,15189.46
313042.2838,-9020.38,4340.94,12566.76,11436.32,9224.56,10032.13,15008.36,15196.13
313042.2878,-9023.33,4336.79,12559.32,11431.27,9218.46,10027.6,15001.63,15189.36
313042.2918,-9020.9,4333.69,12561.37,11430.79,9221.89,10027.7,15002.63,15189.74
313042.2958,-9020.28,4329.59,12558.99,11431.46,9218.98,10027.46,15001.58,15188.89
313042.2998,-9024.05,4324.1,12544.59,11424.92,9202.29,10022.26,14990.19,15177.35
313042.3038,-9028.48,4321.0,12541.68,11423.3,9198.95,10020.78,14987.52,15173.77
313042.3078,-9031.54,4324.34,12553.98,11431.12,9213.35,10027.79,14997.2,15184.21
313042.312,-9024.38,4334.69,12570.76,11443.09,9230.14,10040.43,15012.55,15199.52
313042.316,-9028.39,4330.59,12561.04,11434.79,9220.7,10032.85,15005.35,15191.51
313042.32,-9022.09,4332.97,12554.69,11431.12,9212.92,10028.22,14999.82,15186.98
313042.324,-9019.9,4327.87,12560.56,11434.41,9218.12,10030.03,15004.35,15190.89
313042.328,-9020.85,4325.82,12564.42,11436.18,9222.08,10032.85,15007.55,15193.89
313042.332,-9019.66,4331.83,12558.75,11425.12,9218.07,10022.16,15000.06,15186.36
313042.336,-9015.99,4339.08,12570.43,11434.94,9229.09,10031.89,15011.22,15197.85
313042.34,-9025.77,4330.3,12560.08,11428.36,9218.12,10025.88,15001.92,15187.41
313042.344,-9011.08,4337.31,12548.64,11415.1,9207.63,10012.58,14989.81,15174.96
313042.348,-9008.5,4340.36,12549.64,11411.91,9208.82,10008.43,14989.14,15174.1
313042.352,-9016.94,4334.74,12554.55,11414.15,9214.78,10010.39,14992.62,15178.83
313042.356,-9024.24,4327.54,12553.36,11410.38,9215.02,10006.95,14991.57,15178.63
313042.36,-9020.62,4330.59,12552.31,11410.19,9213.97,10007.19,14991.24,15177.35
313042.364,-9016.04,4331.02,12551.88,11407.57,9213.21,10004.81,14989.28,15174.49
313042.368,-9019.19,4326.2,12552.17,11408.62,9211.97,10005.48,14988.81,15175.54
313042.372,-9024.48,4321.53,12550.5,11406.33,9211.78,10003.23,14987.66,15173.34
313042.3755,-9023.1,4324.63,12550.31,11409.71,9211.59,10007.19,14989.0,15174.44
313042.3795,-9019.42,4327.77,12552.26,11413.05,9213.4,10010.15,14991.09,15177.06
313042.3835,-9020.19,4326.77,12559.08,11419.01,9220.03,10017.3,14996.77,15183.31
313042.3875,-9018.61,4330.59,12565.42,11427.88,9227.23,10025.74,15004.68,15190.03
313042.3915,-9021.24,4332.59,12561.85,11431.65,9221.65,10028.36,15003.97,15190.56
313042.3955,-9024.95,4327.25,12554.6,11428.45,9213.64,10025.07,14997.82,15185.26
313042.3995,-9030.87,4324.91,12557.94,11435.27,9216.98,10030.94,15003.11,15188.89
313042.4035,-9023.86,4332.92,12571.53,11445.09,9230.66,10041.76,15016.13,15201.9
313042.4075,-9019.23,4330.11,12568.81,11438.18,9228.9,10035.47,15013.12,15198.8
313042.4115,-9017.13,4330.4,12566.66,11436.99,9225.85,10034.8,15010.41,15196.04
313042.4155,-9017.23,4329.4,12558.18,11433.08,9216.45,10030.51,15003.73,15189.84
313042.4195,-9017.66,4329.01,12557.98,11431.89,9216.93,10028.74,15003.21,15189.79
313042.4235,-9021.81,4328.78,12562.85,11434.08,9220.17,10032.13,15007.31,15194.08
313042.4275,-9015.13,4334.97,12557.7,11428.31,9215.21,10026.69,15001.82,15190.08
313042.4315,-9003.26,4343.03,12553.22,11427.5,9209.68,10023.74,14998.29,15184.6
313042.4355,-9002.64,4344.18,12554.46,11430.79,9211.45,10027.84,15001.54,15187.79
313042.4394,-9005.83,4339.27,12562.09,11433.17,9220.36,10031.61,15007.93,15194.08
313042.4434,-9013.13,4333.78,12564.14,11433.03,9222.94,10030.08,15008.07,15192.7
313042.4474,-9013.46,4336.36,12563.42,11429.5,9223.7,10024.93,15005.07,15190.17
313042.4514,-9007.31,4337.79,12553.93,11416.77,9214.12,10012.34,14992.76,15179.16
313042.4554,-9006.07,4335.21,12551.17,11411.43,9210.64,10008.43,14988.14,15175.58
313042.4594,-9013.22,4329.63,12553.03,11410.91,9211.83,10008.86,14989.33,15176.49
313042.4634,-9018.28,4326.01,12560.27,11418.3,9220.65,10016.3,14997.1,15184.31
313042.4674,-9012.56,4333.69,12568.24,11427.21,9228.8,10024.12,15005.11,15190.84
313042.4714,-9007.45,4337.65,12559.8,11417.29,9219.79,10015.49,14996.91,15181.92
313042.4754,-9009.31,4337.41,12554.46,11411.24,9215.59,10009.96,14991.57,15177.39
313042.4794,-9007.03,4340.46,12563.99,11427.45,9225.42,10024.98,15002.87,15190.03
313042.4834,-9009.93,4332.11,12568.67,11435.03,9229.14,10033.23,15008.88,15195.61
313042.4874,-9008.22,4329.97,12562.85,11424.26,9222.94,10022.55,15001.2,15188.51
313042.4914,-9015.42,4322.2,12552.07,11415.44,9210.78,10013.01,14991.91,15178.3
313042.4954,-9020.42,4322.39,12554.22,11422.87,9213.16,10019.59,14995.05,15182.5
313042.4994,-9008.17,4336.88,12567.47,11435.08,9227.28,10031.94,15009.41,15194.85
313042.5032,-9012.56,4335.31,12566.38,11433.41,9226.08,10030.94,15008.26,15194.08
313042.5072,-9013.56,4334.26,12553.6,11421.97,9210.97,10020.11,14994.77,15182.02
313042.5112,-9014.08,4328.54,12544.87,11416.82,9202.29,10015.06,14989.09,15175.2
313042.5152,-9021.57,4320.05,12538.15,11411.24,9195.76,10009.15,14982.94,15168.29
313042.5192,-9024.72,4316.47,12540.2,11412.05,9198.43,10009.19,14983.99,15169.81
313042.5232,-9019.28,4326.11,12550.5,11422.25,9208.68,10019.59,14994.58,15180.4
313042.5272,-9017.9,4333.69,12557.17,11427.07,9215.64,10024.83,15001.3,15187.17
313042.5312,-9015.94,4333.54,12554.46,11423.26,9210.87,10020.5,14997.44,15183.21
313042.5352,-9006.79,4334.97,12554.07,11422.68,9212.88,10020.3,14997.91,15183.45
313042.5392,-9008.36,4330.73,12553.26,11422.35,9211.92,10019.49,14996.2,15182.21
313042.5432,-9010.13,4329.82,12544.3,11416.06,9201.81,10012.53,14987.9,15173.15
313042.5472,-9012.18,4331.64,12547.16,11421.01,9203.96,10016.78,14991.81,15178.35
313042.5512,-9012.8,4335.55,12557.56,11427.69,9215.64,10024.6,15000.49,15187.89
313042.5552,-9014.56,4331.88,12548.97,11415.29,9205.68,10012.25,14990.38,15176.68
313042.5592,-9000.49,4338.55,12545.63,11415.05,9202.53,10012.29,14988.23,15173.87
313042.5632,-9003.83,4332.35,12551.36,11419.68,9210.11,10016.68,14992.86,15178.25
313042.5671,-9006.79,4327.82,12556.94,11423.73,9217.02,10021.16,14997.53,15182.69
313042.5711,-9005.5,4327.58,12559.65,11421.54,9221.22,10019.11,14997.87,15183.12
313042.5751,-9007.88,4328.25,12564.8,11424.5,9227.75,10021.83,15001.68,15188.03
313042.5791,-9004.59,4336.12,12568.9,11429.03,9233.19,10026.6,15006.35,15192.84
313042.5831,-9011.17,4330.49,12547.3,11412.81,9209.4,10009.62,14986.23,15171.82
313042.5871,-9014.46,4323.77,12536.57,11402.61,9197.9,10000.09,14975.98,15161.18
313042.5911,-9014.99,4324.58,12544.4,11408.0,9207.49,10005.05,14983.7,15168.95
313042.5951,-9015.61,4324.63,12547.49,11410.76,9210.73,10007.91,14987.42,15172.39
313042.5991,-9017.99,4320.05,12540.96,11404.94,9203.01,10001.57,14979.79,15165.0
313042.6031,-9008.12,4329.97,12551.02,11416.25,9211.59,10013.39,14988.61,15176.2
313042.6071,-9019.04,4318.43,12556.46,11420.68,9217.07,10017.97,14994.77,15182.4
313042.6111,-9017.33,4316.52,12563.23,11429.93,9223.41,10026.36,15003.83,15189.98
313042.6151,-9019.23,4320.1,12549.59,11419.2,9210.11,10016.06,14992.14,15176.63
313042.6191,-9017.52,4326.06,12553.12,11422.54,9214.35,10021.07,14997.1,15182.21
313042.6231,-9017.56,4328.87,12551.02,11420.87,9209.92,10018.11,14993.72,15180.26
313042.6271,-9008.79,4331.02,12535.91,11408.38,9192.85,10005.14,14979.56,15166.14
313042.6309,-9004.16,4334.35,12541.49,11412.76,9198.38,10009.81,14984.9,15171.82
313042.6349,-9006.07,4334.07,12547.83,11414.34,9204.63,10011.96,14990.28,15176.39
313042.6389,-9003.83,4337.93,12562.28,11426.45,9220.32,10025.07,15003.97,15190.98
313042.6429,-9008.65,4335.45,12560.08,11426.12,9218.12,10024.98,15004.54,15189.32
313042.6469,-8998.59,4339.46,12556.03,11422.92,9214.31,10022.21,15000.73,15186.12
313042.6509,-8991.67,4342.84,12560.8,11427.12,9219.31,10024.98,15003.54,15188.98
313042.6549,-8995.44,4334.02,12574.77,11442.19,9234.38,10039.28,15017.42,15204.15
313042.6589,-9004.31,4325.44,12572.15,11443.19,9230.38,10040.71,15016.03,15203.05
313042.6629,-9001.64,4337.88,12560.18,11431.12,9218.5,10028.98,15003.97,15190.46
313042.6669,-9000.73,4339.5,12562.75,11432.79,9221.79,10030.22,15006.97,15192.08
313042.6709,-9012.8,4331.97,12566.38,11437.27,9225.46,10034.71,15010.41,15196.23
313042.6749,-9017.52,4331.06,12559.08,11431.89,9218.79,10028.51,15002.54,15189.08
313042.6789,-9004.64,4334.45,12550.78,11423.64,9210.3,10021.12,14993.24,15179.25
313042.6829,-9006.22,4331.06,12546.97,11424.11,9206.2,10021.88,14992.57,15177.44
313042.6869,-9000.68,4338.69,12562.42,11441.9,9221.36,10037.95,15007.88,15193.65
313042.6909,-9002.07,4336.64,12555.41,11435.41,9212.64,10032.61,14999.96,15186.12
313042.6948,-9009.51,4327.97,12544.54,11420.92,9204.58,10018.45,14988.09,15173.87
313042.6988,-9010.13,4328.16,12546.06,11420.06,9206.3,10018.21,14988.47,15174.68
313042.7028,-9009.41,4327.54,12550.4,11420.06,9210.44,10017.11,14990.71,15177.3
313042.7068,-9014.66,4322.91,12545.97,11412.91,9208.01,10010.24,14985.71,15172.05
313042.7108,-9011.94,4325.87,12548.4,11412.1,9209.82,10009.43,14986.28,15172.77
313042.7148,-9013.03,4325.15,12553.07,11409.57,9218.17,10007.53,14990.0,15176.54
313042.7188,-9012.51,4329.16,12563.75,11417.44,9229.23,10014.25,15000.15,15186.88
313042.7228,-9010.94,4328.73,12555.89,11415.77,9218.65,10012.06,14996.24,15182.16
313042.7268,-9009.41,4328.97,12550.4,11410.76,9213.59,10008.29,14990.95,15177.97
313042.7308,-9011.22,4326.77,12562.56,11417.77,9224.61,10015.58,15000.63,15187.65
313042.7348,-9009.03,4323.77,12570.91,11430.46,9232.9,10026.79,15010.64,15198.14
313042.7388,-9013.7,4321.67,12563.66,11428.45,9224.94,10025.74,15005.45,15192.51
313042.7428,-9009.17,4332.07,12560.99,11427.02,9221.08,10024.41,15004.73,15189.84
313042.7468,-9005.83,4339.08,12559.46,11428.07,9218.5,10024.83,15004.92,15190.17
313042.7508,-8996.44,4346.13,12558.46,11427.93,9217.79,10025.41,15004.11,15190.13
313042.7548,-8987.57,4350.95,12554.6,11416.63,9212.88,10014.06,14997.2,15182.93
313042.7587,-8982.85,4355.34,12565.19,11422.54,9223.32,10019.73,15006.16,15192.56
313042.7627,-8991.15,4347.75,12555.84,11419.97,9213.97,10017.49,15000.54,15186.98
313042.7667,-8994.2,4345.7,12553.6,11420.2,9211.64,10017.06,14998.68,15185.36
313042.7707,-8991.24,4351.04,12566.19,11431.89,9223.8,10028.65,15011.12,15197.71
313042.7747,-8995.49,4348.95,12561.66,11426.64,9218.12,10023.5,15005.35,15192.18
313042.7787,-8983.99,4358.58,12562.99,11427.36,9220.98,10025.03,15006.69,15193.27
313042.7827,-8990.24,4351.0,12559.61,11425.21,9219.31,10021.83,15002.68,15189.12
313042.7867,-8996.77,4344.03,12558.65,11422.83,9220.17,10018.87,15001.44,15187.31
313042.7907,-9006.07,4338.41,12560.32,11422.92,9222.03,10018.92,15001.63,15187.07
313042.7947,-9005.26,4342.94,12567.24,11430.88,9227.85,10028.08,15007.97,15193.89
313042.7987,-9003.26,4341.36,12555.03,11417.2,9215.07,10015.06,14994.05,15181.45
313042.8027,-8994.63,4345.8,12553.65,11416.96,9213.31,10015.68,14993.67,15179.45
313042.8067,-9001.16,4342.79,12563.42,11428.31,9224.7,10025.69,15004.16,15189.32
313042.8107,-9003.07,4339.79,12571.43,11437.94,9232.57,10035.47,15012.74,15198.04
313042.8147,-9010.75,4331.92,12566.52,11434.03,9228.04,10030.7,15006.88,15192.89
313042.8187,-9010.79,4333.07,12574.01,11440.8,9235.76,10038.38,15013.7,15200.19
313042.8225,-9005.6,4341.27,12575.2,11443.57,9236.0,10041.33,15015.56,15202.09
313042.8265,-9007.17,4338.46,12566.28,11435.65,9227.94,10033.08,15007.93,15194.37
313042.8305,-9011.75,4332.83,12553.88,11425.54,9214.64,10022.36,14996.44,15183.45
313042.8345,-9018.04,4329.59,12542.11,11415.77,9202.34,10012.2,14985.13,15172.44
313042.8385,-9009.55,4336.64,12550.55,11420.87,9210.92,10017.68,14992.38,15179.35
313042.8425,-9008.22,4336.69,12556.41,11424.54,9215.26,10021.5,14998.87,15185.26
313042.8465,-9010.94,4331.78,12551.45,11421.63,9210.44,10019.3,14996.15,15183.59
313042.8505,-9007.65,4334.83,12560.75,11427.83,9219.98,10026.69,15004.78,15191.46
313042.8545,-8997.25,4346.47,12568.76,11434.51,9227.32,10032.37,15012.89,15198.14
313042.8585,-8989.72,4355.48,12564.04,11431.6,9223.18,10029.36,15008.36,15195.04
313042.8625,-9001.35,4344.42,12562.51,11424.4,9222.79,10022.64,15005.83,15193.04
313042.8665,-9010.13,4338.36,12559.94,11424.73,9218.22,10021.97,15004.4,15191.22
313042.8705,-9007.5,4341.32,12551.6,11422.68,9208.92,10018.06,14997.15,15183.74
313042.8745,-9001.4,4349.33,12541.92,11411.24,9199.76,10006.48,14986.85,15173.82
313042.8785,-8977.51,4367.54,12560.08,11426.74,9217.17,10023.98,15005.02,15191.22
313042.8825,-8982.09,4363.2,12563.37,11429.88,9220.65,10027.55,15008.4,15193.7
313042.8864,-8991.19,4356.29,12560.18,11429.07,9217.17,10026.12,15004.83,15191.99
313042.8904,-8990.48,4356.05,12548.4,11420.82,9204.29,10018.49,14994.58,15180.78
313042.8944,-8982.71,4365.68,12546.54,11421.35,9203.01,10018.54,14992.86,15179.11
313042.8984,-8980.47,4367.88,12550.4,11424.97,9208.01,10022.12,14995.77,15182.26
313042.9024,-8985.0,4360.53,12548.4,11419.92,9207.39,10017.06,14991.48,15178.25
313042.9064,-8993.53,4351.43,12541.39,11408.57,9200.24,10006.81,14982.61,15168.72
313042.9104,-9006.45,4343.84,12534.38,11404.32,9194.38,10001.23,14977.17,15162.95
313042.9144,-9001.26,4350.19,12544.68,11415.15,9206.06,10013.34,14986.42,15174.2
313042.9184,-8975.84,4368.21,12558.18,11425.64,9220.03,10023.64,14998.68,15185.83
313042.9224,-8975.22,4368.97,12564.47,11431.65,9225.56,10029.6,15004.54,15190.65
313042.9264,-8986.76,4359.63,12573.67,11438.75,9234.76,10036.76,15012.55,15198.76
313042.9304,-9001.69,4348.71,12571.15,11435.65,9233.43,10033.32,15011.03,15198.14
313042.9344,-9011.41,4341.51,12559.56,11428.69,9220.84,10025.88,15000.54,15188.27
313042.9384,-9005.74,4344.27,12543.82,11416.77,9203.82,10013.63,14986.47,15174.06
313042.9424,-8992.72,4352.76,12544.44,11413.96,9205.44,10012.39,14986.95,15173.72
313042.9464,-8988.14,4360.49,12547.02,11419.82,9206.87,10018.87,14991.71,15178.16
313042.9502,-8996.11,4355.76,12547.11,11419.54,9207.39,10017.44,14991.81,15177.92
313042.9542,-9004.16,4349.52,12548.4,11418.01,9209.82,10016.2,14992.14,15178.73
313042.9582,-9000.16,4354.62,12555.31,11419.11,9215.07,10016.82,14996.44,15183.26
313042.9622,-8986.86,4364.2,12555.65,11420.25,9214.12,10017.11,14998.34,15183.98
313042.9662,-8987.05,4359.67,12548.26,11416.15,9206.68,10013.01,14992.29,15179.25
313042.9702,-8990.81,4352.57,12550.64,11413.0,9209.82,10010.72,14993.1,15180.64
313042.9742,-8989.38,4353.48,12555.55,11417.77,9215.45,10014.68,14997.39,15183.93
313042.9782,-8988.52,4359.01,12551.45,11415.67,9210.35,10013.06,14994.48,15180.54
313042.9822,-8987.95,4359.67,12545.01,11408.95,9203.58,10005.95,14988.14,15174.3
313042.9862,-8989.91,4358.72,12544.54,11405.9,9203.67,10004.19,14987.38,15174.01
313042.9902,-8989.29,4361.58,12550.55,11413.29,9209.68,10011.15,14993.1,15179.49
313042.9942,-8988.76,4361.06,12551.6,11416.72,9210.78,10014.11,14994.34,15180.49
313042.9982,-8990.1,4359.06,12545.59,11415.67,9204.29,10012.53,14989.66,15176.2
313043.0022,-8994.06,4354.57,12550.31,11418.73,9210.83,10015.54,14993.0,15179.64
313043.0062,-8999.73,4348.23,12555.74,11424.73,9216.5,10023.02,14996.58,15184.45
313043.0102,-9001.54,4344.37,12567.52,11437.94,9228.28,10035.47,15009.45,15197.42
313043.0141,-9002.88,4345.89,12575.82,11446.14,9235.76,10043.48,15017.37,15204.0
313043.0181,-8999.06,4347.8,12572.05,11447.96,9231.95,10045.34,15015.99,15202.67
313043.0221,-8988.95,4351.52,12574.25,11450.24,9234.33,10048.01,15018.51,15205.43
313043.0261,-8988.14,4350.95,12571.86,11445.24,9232.14,10042.14,15013.79,15199.81
313043.0301,-8982.99,4353.91,12579.01,11447.1,9240.34,10043.29,15018.42,15205.91
313043.0341,-8979.61,4359.63,12585.07,11450.39,9247.21,10048.53,15025.28,15212.25
313043.0381,-8978.8,4359.39,12581.49,11447.1,9242.68,10045.82,15020.8,15207.39
313043.0421,-8985.14,4358.48,12579.49,11444.14,9239.72,10042.1,15017.99,15204.86
313043.0461,-8992.24,4352.43,12568.9,11437.7,9229.8,10034.23,15009.79,15195.56
313043.0501,-8994.96,4353.67,12559.84,11428.64,9222.03,10025.5,14999.82,15186.12
313043.0541,-8997.25,4353.14,12554.65,11421.2,9218.36,10019.11,14995.29,15181.45
313043.0581,-9001.21,4344.75,12552.41,11420.3,9214.83,10017.87,14993.43,15179.3
313043.0621,-8999.06,4346.51,12553.12,11419.49,9214.12,10016.63,14993.05,15179.68
313043.0661,-8987.95,4357.96,12558.75,11424.45,9219.98,10021.59,14999.34,15186.22
313043.0701,-8978.42,4367.78,12570.43,11430.74,9232.24,10028.94,15009.17,15196.37
313043.0741,-8970.55,4371.41,12570.0,11430.22,9230.09,10028.46,15009.93,15196.56
313043.078,-8971.41,4369.5,12558.84,11423.4,9218.07,10021.74,15001.82,15187.65
313043.082,-8978.32,4363.25,12563.09,11424.5,9223.75,10022.64,15005.54,15192.22
313043.086,-8986.62,4358.67,12555.65,11414.2,9215.02,10011.34,14997.01,15184.6
313043.09,-8987.95,4360.25,12550.78,11407.52,9210.59,10004.71,14992.67,15179.11
313043.094,-8990.34,4357.39,12548.88,11407.04,9209.2,10004.9,14991.05,15178.01
313043.098,-8993.96,4356.43,12546.64,11411.86,9206.96,10009.81,14991.81,15178.4
313043.102,-9003.21,4343.32,12545.3,11412.1,9205.06,10009.91,14990.76,15177.16
313043.106,-8994.63,4351.33,12556.46,11427.88,9214.59,10025.12,15002.92,15189.36
313043.11,-8991.96,4349.66,12555.98,11432.46,9213.59,10030.56,15003.83,15191.22
313043.114,-9003.35,4334.12,12544.3,11423.11,9202.62,10020.92,14992.24,15180.3
313043.118,-8999.49,4337.6,12543.25,11427.26,9200.67,10024.5,14992.14,15178.68
313043.122,-9005.36,4330.49,12538.1,11421.59,9195.38,10019.35,14986.14,15171.01
313043.126,-9006.98,4330.06,12546.02,11425.97,9204.67,10023.4,14992.52,15177.97
313043.13,-9005.17,4334.12,12547.11,11425.69,9207.2,10022.31,14993.19,15178.68
313043.134,-9005.17,4335.45,12530.71,11410.14,9189.08,10008.38,14976.69,15161.71
313043.138,-8998.92,4341.79,12527.37,11408.57,9184.27,10005.71,14973.5,15158.27
313043.1418,-8998.78,4346.13,12533.81,11414.24,9192.37,10009.39,14979.36,15165.19
313043.1458,-9001.78,4343.27,12534.14,11410.62,9193.85,10006.95,14978.6,15164.23
313043.1498,-9002.11,4338.98,12530.04,11405.42,9189.27,10002.8,14973.17,15158.8
313043.1538,-9003.21,4337.98,12532.38,11405.33,9193.37,10004.04,14975.45,15161.37
313043.1578,-9002.64,4335.93,12543.78,11411.57,9206.2,10009.53,14985.99,15172.05
313043.1618,-8992.77,4342.84,12543.35,11411.0,9204.58,10008.53,14985.99,15171.43
313043.1658,-8989.14,4342.27,12533.67,11401.94,9194.71,10000.18,14976.98,15163.14
313043.1698,-8997.16,4334.12,12533.62,11397.03,9195.47,9993.75,14973.55,15160.71
313043.1738,-8998.01,4334.69,12543.06,11405.18,9205.91,10002.38,14983.56,15170.34
313043.1778,-8993.1,4343.41,12557.89,11416.25,9221.7,10013.49,14997.48,15184.36
313043.1818,-8984.14,4356.58,12564.52,11421.25,9227.66,10019.59,15003.16,15190.79
313043.1858,-8978.18,4363.25,12556.94,11422.06,9216.93,10019.45,14997.72,15186.65
313043.1898,-8973.69,4362.25,12558.03,11426.26,9217.6,10023.74,15000.39,15188.51
313043.1938,-8979.85,4353.76,12556.84,11423.06,9214.55,10021.4,14999.06,15185.64
313043.1978,-8984.76,4347.32,12558.89,11426.26,9218.03,10025.03,15002.92,15188.74
313043.2018,-8994.63,4336.98,12554.03,11423.45,9213.21,10021.69,14998.1,15185.55
313043.2057,-8993.25,4338.88,12559.32,11430.41,9217.79,10028.55,15003.83,15190.32
313043.2097,-8993.15,4340.7,12570.76,11443.33,9230.09,10042.14,15016.46,15202.86
313043.2137,-8990.29,4342.99,12565.33,11436.37,9225.18,10034.28,15009.69,15196.28
313043.2177,-8990.19,4340.03,12549.35,11424.73,9208.25,10021.31,14995.62,15182.07
313043.2217,-8983.33,4346.9,12556.55,11429.6,9214.93,10026.6,15002.82,15188.31
313043.2257,-8982.28,4348.37,12568.86,11435.22,9227.66,10033.66,15013.12,15198.14
313043.2297,-8981.04,4351.33,12577.39,11440.99,9237.29,10040.52,15020.8,15206.58
313043.2337,-8984.9,4348.95,12578.63,11440.33,9239.82,10039.14,15020.9,15208.15
313043.2377,-8982.28,4347.47,12568.38,11432.22,9227.8,10031.03,15011.5,15197.9
313043.2417,-8981.13,4344.61,12564.57,11431.65,9225.27,10030.65,15009.21,15195.66
313043.2457,-8995.44,4331.92,12557.56,11422.68,9219.22,10021.54,15000.87,15187.46
313043.2497,-8992.48,4336.88,12554.12,11419.44,9214.93,10016.87,14996.91,15184.36
313043.2537,-8980.94,4351.52,12568.71,11432.36,9229.09,10029.94,15010.26,15198.47
313043.2577,-8984.19,4348.52,12564.33,11426.12,9224.27,10023.74,15004.83,15193.08
313043.2617,-8984.52,4347.66,12556.51,11416.2,9218.07,10014.25,14997.53,15184.83
313043.2657,-8984.09,4348.33,12542.2,11405.76,9203.82,10003.85,14984.66,15171.86
313043.2695,-8984.47,4344.56,12532.43,11395.36,9193.9,9993.75,14974.5,15161.71
313043.2735,-8976.17,4351.57,12544.49,11402.42,9206.96,10000.52,14984.28,15172.2
313043.2775,-8973.98,4353.48,12549.02,11403.09,9210.92,10001.33,14986.18,15174.58
313043.2815,-8978.27,4345.42,12538.77,11396.84,9199.53,9994.51,14978.41,15165.47
313043.2855,-8975.6,4345.32,12544.11,11403.47,9205.53,10001.47,14985.42,15173.2
313043.2895,-8971.64,4353.57,12552.41,11413.0,9214.69,10011.25,14994.91,15180.78
313043.2935,-8967.83,4361.58,12557.56,11414.91,9221.13,10013.77,14998.72,15184.02
313043.2975,-8974.12,4362.54,12558.51,11413.0,9221.98,10011.39,14998.82,15185.36
