TimeStamp,ax,ay,az,gx,gy,gz,mx,my,mz
695266.8609,-953.674,-227.591,-180.133,280.0,3561.25,-1540.0,642.96,234.08,66.88
695266.9109,-954.406,-224.846,-184.342,-1172.5,3263.75,-883.75,633.84,247.76,54.72
695266.9609,-962.336,-224.48,-187.819,-297.5,2038.75,-1837.5,636.88,229.52,69.92
695267.0109,-957.7,-226.31,-183.366,96.25,945.0,-1872.5,617.12,229.52,71.44
695267.0609,-957.944,-226.676,-182.451,-1120.0,796.25,-1872.5,642.96,243.2,80.56
695267.1109,-955.87,-230.031,-180.621,-647.5,1540.0,-1583.75,650.56,249.28,59.28
695267.1609,-957.822,-227.347,-179.34,122.5,2178.75,-1706.25,647.52,224.96,74.48
695267.2109,-960.079,-223.687,-179.584,-420.0,1671.25,-1776.25,633.84,241.68,53.2
695267.2609,-958.554,-227.408,-181.78,-1172.5,1522.5,-1312.5,624.72,226.48,76.0
695267.3109,-954.467,-225.029,-180.438,-735.0,1680.0,-1531.25,630.8,243.2,83.6
695267.3609,-959.225,-226.92,-180.926,-883.75,2082.5,-1286.25,633.84,243.2,53.2
695267.4109,-960.872,-224.236,-180.438,-542.5,2467.5,-1260.0,644.48,247.76,69.92
695267.4609,-957.761,-222.589,-184.342,-962.5,2152.5,-1417.5,636.88,250.8,71.44
695267.5109,-959.713,-222.406,-183.122,-586.25,1802.5,-1426.25,626.24,232.56,66.88
695267.5609,-959.347,-225.944,-184.647,-43.75,1548.75,-1898.75,642.96,229.52,59.28
695267.6109,-957.029,-222.04,-181.719,-997.5,586.25,-1251.25,629.28,252.32,74.48
695267.6609,-958.371,-221.491,-181.414,-463.75,1907.5,-1960.0,629.28,223.44,80.56
695267.7109,-958.981,-226.249,-180.56,-463.75,1688.75,-1776.25,647.52,244.72,45.6
695267.7609,-955.87,-227.53,-179.889,-43.75,2257.5,-1627.5,641.44,235.6,66.88
695267.811,-959.835,-228.384,-186.355,-1023.75,2240.0,-1251.25,649.04,228.0,71.44
695267.8609,-961.36,-222.101,-184.403,-918.75,1837.5,-1347.5,650.56,220.4,54.72
695267.9109,-954.833,-222.345,-183.671,70.0,1461.25,-1723.75,630.8,241.68,72.96
695267.9609,-958.554,-223.687,-183.0,-1347.5,1338.75,-1321.25,611.04,234.08,56.24
695268.0109,-959.347,-225.212,-181.719,-507.5,1513.75,-1330.0,633.84,235.6,56.24
695268.0609,-957.151,-224.785,-181.902,-26.25,1750.0,-1592.5,650.56,250.8,57.76
695268.1109,-959.835,-221.674,-182.878,-638.75,1890.0,-1496.25,656.64,224.96,69.92
695268.1609,-957.639,-225.334,-183.549,-840.0,1671.25,-1802.5,638.4,232.56,71.44
695268.2109,-957.883,-226.066,-182.573,-122.5,1356.25,-1618.75,635.36,235.6,60.8
695268.2609,-959.408,-223.565,-179.645,-166.25,1723.75,-1505.0,649.04,235.6,74.48
695268.3109,-958.554,-221.125,-180.804,-866.25,1242.5,-1487.5,629.28,232.56,60.8
695268.3609,-958.127,-224.785,-180.255,-971.25,1715.0,-1802.5,635.36,223.44,54.72
695268.4109,-959.835,-223.809,-176.29,-236.25,1618.75,-1863.75,656.64,238.64,74.48
695268.4609,-956.358,-222.528,-178.303,-201.25,1855.0,-1942.5,627.76,234.08,65.36
695268.5109,-961.238,-223.809,-178.425,-673.75,2082.5,-1627.5,649.04,215.84,68.4
695268.5609,-957.822,-225.395,-178.791,-533.75,2108.75,-1653.75,624.72,243.2,42.56
695268.6109,-953.918,-223.931,-184.647,-1181.25,2161.25,-1548.75,647.52,221.92,68.4
695268.6609,-963.129,-223.687,-182.817,87.5,1750.0,-1645.0,627.76,232.56,83.6
695268.7109,-958.737,-225.761,-183.122,778.75,1426.25,-2187.5,636.88,232.56,71.44
695268.7611,-959.042,-221.491,-178.608,-533.75,1155.0,-2038.75,636.88,238.64,71.44
695268.8109,-958.737,-227.347,-178.669,-603.75,1548.75,-1890.0,626.24,229.52,54.72
695268.8609,-957.395,-227.896,-179.645,-113.75,2222.5,-1662.5,641.44,238.64,79.04
695268.9109,-956.236,-226.005,-179.584,-385.0,2073.75,-1540.0,635.36,246.24,57.76
695268.9609,-959.286,-226.371,-181.597,-945.0,2065.0,-1566.25,639.92,226.48,63.84
695269.0109,-957.944,-227.408,-179.706,-910.0,1942.5,-1566.25,641.44,244.72,76.0
695269.0609,-957.395,-223.809,-180.865,-297.5,1557.5,-1111.25,641.44,231.04,69.92
695269.1109,-957.334,-221.918,-182.268,-551.25,1837.5,-1400.0,649.04,228.0,69.92
695269.1609,-963.251,-222.833,-182.085,-621.25,1338.75,-1566.25,621.68,232.56,65.36
695269.2109,-960.262,-226.432,-180.56,-796.25,1863.75,-2021.25,646.0,224.96,79.04
695269.2609,-955.626,-227.164,-178.364,-61.25,1785.0,-2038.75,636.88,238.64,56.24
695269.3109,-957.456,-224.907,-177.327,227.5,2178.75,-1968.75,635.36,256.88,83.6
695269.3609,-963.617,-223.26,-180.926,-708.75,2415.0,-1741.25,646.0,240.16,47.12
695269.4109,-955.504,-228.079,-181.048,-708.75,1645.0,-1505.0,617.12,235.6,63.84
695269.4609,-956.358,-222.833,-181.292,-665.0,2415.0,-1251.25,641.44,228.0,80.56
695269.5109,-962.153,-227.652,-187.026,87.5,2056.25,-1986.25,635.36,262.96,60.8
695269.5609,-961.299,-228.323,-181.902,507.5,883.75,-1968.75,629.28,247.76,79.04
695269.6109,-958.92,-224.48,-179.645,-262.5,700.0,-2038.75,647.52,237.12,74.48
695269.6609,-957.09,-226.798,-175.436,-743.75,1277.5,-1846.25,638.4,234.08,60.8
695269.7109,-954.833,-230.275,-175.009,-262.5,2047.5,-1645.0,630.8,240.16,71.44
695269.7609,-960.689,-225.212,-177.449,-437.5,2073.75,-1242.5,641.44,240.16,54.72
695269.8109,-958.493,-224.846,-178.913,-1085.0,2047.5,-1461.25,638.4,244.72,57.76
695269.8609,-956.541,-228.201,-182.207,-866.25,1863.75,-1277.5,633.84,240.16,53.2
695269.9109,-959.347,-225.944,-180.682,-411.25,2108.75,-1330.0,618.64,226.48,65.36
695269.9609,-957.212,-223.138,-180.072,-437.5,2520.0,-1531.25,630.8,238.64,63.84
695270.0109,-959.347,-222.467,-181.414,-603.75,2038.75,-1505.0,621.68,243.2,68.4
695270.0609,-960.323,-223.809,-181.719,-857.5,1662.5,-1723.75,649.04,246.24,74.48
695270.1109,-959.408,-230.092,-180.682,52.5,1505.0,-1793.75,633.84,241.68,63.84
695270.1609,-952.515,-226.554,-178.73,192.5,1452.5,-1723.75,636.88,234.08,57.76
695270.2109,-962.763,-224.297,-178.486,-542.5,1802.5,-1741.25,630.8,235.6,63.84
695270.2609,-954.65,-228.567,-179.279,-1435.0,1671.25,-1426.25,633.84,237.12,65.36
695270.3109,-956.358,-224.419,-182.207,-245.0,2415.0,-1592.5,630.8,231.04,66.88
695270.3609,-961.055,-228.75,-186.904,393.75,1610.0,-2003.75,632.32,244.72,41.04
695270.4109,-961.909,-225.761,-183.122,-525.0,656.25,-1741.25,642.96,223.44,65.36
695270.4609,-953.613,-224.907,-175.07,52.5,1198.75,-2108.75,641.44,246.24,51.68
695270.5109,-958.371,-226.066,-175.497,-1111.25,1373.75,-1513.75,630.8,231.04,59.28
695270.5609,-955.809,-230.092,-177.205,-971.25,2143.75,-1347.5,649.04,221.92,71.44
695270.6109,-956.358,-228.994,-179.767,-560.0,2178.75,-1513.75,630.8,238.64,59.28
695270.6609,-960.079,-228.079,-179.95,-857.5,2091.25,-1120.0,629.28,237.12,74.48
695270.7109,-958.615,-226.676,-182.146,-796.25,2091.25,-1067.5,636.88,250.8,69.92
695270.761,-958.737,-225.7,-183.732,-848.75,2047.5,-1225.0,627.76,238.64,71.44
695270.8109,-958.92,-225.761,-183.305,-682.5,1548.75,-1321.25,650.56,241.68,48.64
695270.8609,-958.981,-224.663,-180.194,-297.5,1846.25,-1513.75,632.32,246.24,62.32
695270.9109,-958.615,-223.565,-179.401,-507.5,2056.25,-1767.5,627.76,246.24,82.08
695270.9609,-958.615,-229.177,-180.194,-525.0,1828.75,-1767.5,629.28,231.04,77.52
695271.0109,-960.628,-224.602,-180.865,-358.75,1505.0,-1487.5,646.0,220.4,63.84
695271.0609,-955.687,-224.968,-179.34,-201.25,1933.75,-1645.0,627.76,243.2,60.8
695271.1109,-959.408,-225.944,-181.17,-1312.5,1960.0,-1242.5,649.04,218.88,74.48
695271.1609,-956.236,-227.286,-182.756,-883.75,2590.0,-1260.0,629.28,250.8,76.0
695271.2109,-955.748,-218.563,-185.318,-490.0,2712.5,-1233.75,633.84,234.08,62.32
695271.2609,-963.8,-222.711,-187.697,-341.25,1750.0,-1662.5,642.96,226.48,57.76
695271.3109,-960.018,-226.005,-185.135,630.0,437.5,-1855.0,636.88,234.08,57.76
695271.3609,-957.639,-220.82,-180.194,-166.25,770.0,-1741.25,649.04,224.96,72.96
695271.4109,-960.994,-224.053,-176.351,-551.25,1111.25,-1986.25,636.88,246.24,72.96
695271.4609,-956.724,-227.408,-178.12,-630.0,1505.0,-1697.5,635.36,226.48,66.88
695271.5109,-959.164,-224.663,-175.558,-446.25,1977.5,-1662.5,642.96,217.36,74.48
695271.5609,-959.53,-226.188,-177.205,-927.5,1820.0,-1400.0,635.36,231.04,69.92
695271.6109,-960.262,-226.615,-179.401,-1198.75,1995.0,-1111.25,630.8,228.0,71.44
695271.6609,-958.798,-223.565,-182.634,-612.5,2450.0,-1050.0,632.32,259.92,71.44
695271.711,-961.299,-222.467,-181.963,-551.25,2205.0,-1435.0,629.28,214.32,79.04
695271.7609,-960.506,-220.271,-184.708,-551.25,1356.25,-1732.5,642.96,232.56,59.28
695271.8109,-960.811,-224.968,-182.329,-43.75,1330.0,-2336.25,630.8,256.88,79.04
695271.8609,-957.944,-225.212,-177.51,-96.25,1365.0,-2021.25,636.88,235.6,79.04
695271.9109,-957.822,-222.284,-178.181,-96.25,1960.0,-2152.5,655.12,244.72,48.64
695271.9609,-960.018,-227.042,-179.035,-402.5,1820.0,-1732.5,632.32,246.24,72.96
695272.0109,-955.87,-221.43,-179.157,-402.5,2458.75,-1540.0,641.44,243.2,63.84
695272.0609,-955.016,-225.7,-184.83,-621.25,2415.0,-1610.0,632.32,247.76,69.92
695272.1109,-960.506,-226.615,-180.438,-262.5,1338.75,-1443.75,641.44,228.0,68.4
695272.1609,-957.7,-224.785,-179.523,568.75,1382.5,-1942.5,630.8,235.6,56.24
695272.2109,-959.896,-225.456,-177.388,-752.5,1207.5,-1872.5,642.96,226.48,63.84
695272.2609,-954.65,-228.14,-180.194,-831.25,1557.5,-1680.0,636.88,244.72,76.0
695272.3109,-956.419,-227.164,-179.706,-157.5,1942.5,-1435.0,633.84,238.64,82.08
695272.3609,-958.493,-224.968,-179.523,-822.5,1478.75,-1277.5,630.8,246.24,79.04
695272.4109,-957.273,-225.883,-179.096,-1023.75,1820.0,-1505.0,623.2,229.52,59.28
695272.4609,-959.286,-227.286,-180.804,-385.0,1872.5,-1443.75,633.84,244.72,80.56
695272.5109,-959.103,-224.053,-180.987,-315.0,1968.75,-1470.0,626.24,241.68,72.96
695272.5609,-957.151,-222.589,-180.56,-428.75,1837.5,-1811.25,633.84,229.52,69.92
695272.6109,-958.92,-222.04,-179.584,-1006.25,1496.25,-1767.5,655.12,235.6,59.28
695272.661,-959.713,-229.482,-177.51,183.75,1706.25,-2091.25,641.44,240.16,80.56
695272.7109,-954.101,-227.896,-176.351,166.25,1898.75,-1986.25,629.28,221.92,63.84
695272.7609,-961.604,-226.981,-178.547,-446.25,1968.75,-1916.25,635.36,246.24,60.8
695272.8109,-955.931,-229.055,-179.462,-1146.25,1583.75,-1330.0,641.44,231.04,69.92
695272.8609,-953.369,-226.859,-182.817,-140.0,2362.5,-1557.5,647.52,250.8,60.8
695272.9109,-958.005,-226.066,-184.22,-717.5,2423.75,-1365.0,642.96,228.0,77.52
695272.9609,-961.421,-226.92,-182.878,-638.75,910.0,-1583.75,627.76,229.52,69.92
695273.0109,-957.761,-224.419,-179.279,227.5,813.75,-2178.75,617.12,249.28,79.04
695273.0609,-957.761,-226.92,-173.545,-787.5,1303.75,-1732.5,644.48,218.88,68.4
695273.1109,-956.663,-228.811,-177.937,-953.75,1925.0,-1531.25,642.96,235.6,53.2
695273.1609,-958.31,-225.029,-175.619,-428.75,2065.0,-1277.5,646.0,218.88,76.0
695273.2109,-961.421,-225.395,-180.011,-691.25,1977.5,-1321.25,630.8,253.84,71.44
695273.2609,-957.578,-226.188,-182.451,-953.75,2056.25,-1583.75,630.8,215.84,66.88
695273.3109,-958.066,-226.127,-181.597,-148.75,1960.0,-1496.25,644.48,238.64,74.48
695273.3609,-959.774,-223.443,-181.353,-8.75,1758.75,-1776.25,627.76,228.0,65.36
695273.4109,-959.591,-224.907,-181.353,-603.75,1776.25,-1951.25,630.8,244.72,60.8
695273.4609,-960.323,-222.467,-180.072,-507.5,1548.75,-1907.5,638.4,234.08,69.92
695273.5109,-959.713,-231.739,-180.743,-201.25,1295.0,-1758.75,627.76,221.92,60.8
695273.5609,-956.236,-228.384,-174.704,8.75,1295.0,-1575.0,638.4,238.64,48.64
695273.6109,-957.7,-223.26,-176.29,-78.75,2108.75,-1758.75,626.24,228.0,54.72
695273.6609,-960.811,-228.994,-174.887,-1330.0,1811.25,-1198.75,638.4,235.6,72.96
695273.7109,-955.321,-230.519,-180.804,-761.25,2336.25,-1321.25,642.96,252.32,62.32
695273.7609,-959.591,-226.981,-185.623,-1155.0,2301.25,-1216.25,641.44,234.08,95.76
695273.8109,-962.763,-223.321,-184.708,-210.0,1522.5,-1802.5,641.44,238.64,62.32
695273.8609,-958.127,-227.53,-178.12,78.75,761.25,-1881.25,638.4,237.12,71.44
695273.9109,-957.395,-224.602,-175.863,-498.75,1330.0,-1732.5,635.36,244.72,80.56
695273.9609,-957.639,-227.896,-175.192,-673.75,1820.0,-1478.75,627.76,231.04,74.48
695274.0109,-957.944,-230.092,-173.972,-253.75,2275.0,-1522.5,641.44,220.4,74.48
695274.0609,-959.469,-225.822,-176.046,-831.25,2126.25,-1312.5,633.84,231.04,59.28
695274.1109,-959.408,-226.554,-179.95,-980.0,2126.25,-1102.5,641.44,237.12,48.64
695274.1609,-962.092,-225.822,-179.95,-735.0,2108.75,-1365.0,627.76,234.08,60.8
695274.2109,-958.737,-225.273,-182.085,-463.75,1846.25,-1181.25,621.68,261.44,72.96
695274.2609,-953.796,-224.48,-177.449,-665.0,1986.25,-1443.75,644.48,220.4,77.52
695274.3109,-958.554,-223.992,-178.852,-682.5,1916.25,-1540.0,633.84,241.68,69.92
695274.3609,-958.615,-225.09,-180.499,-490.0,1636.25,-1802.5,639.92,220.4,72.96
695274.4109,-959.164,-223.626,-178.791,-306.25,1408.75,-1715.0,630.8,252.32,76.0
695274.4609,-956.541,-225.883,-179.645,-306.25,2012.5,-1933.75,644.48,223.44,65.36
695274.5109,-962.031,-226.432,-180.56,-700.0,2248.75,-1583.75,635.36,235.6,65.36
695274.5609,-953.125,-225.212,-181.17,-665.0,2423.75,-1190.0,629.28,231.04,59.28
695274.6109,-958.981,-219.539,-183.183,-945.0,2467.5,-1085.0,630.8,224.96,89.68
695274.661,-962.58,-221.613,-187.209,-218.75,1723.75,-1583.75,644.48,232.56,53.2
695274.7109,-957.761,-224.846,-179.401,656.25,761.25,-1960.0,644.48,231.04,82.08
695274.7609,-958.005,-221.674,-177.51,-726.25,525.0,-1706.25,633.84,234.08,74.48
695274.8109,-957.334,-227.835,-176.107,-481.25,1365.0,-1478.75,635.36,253.84,60.8
695274.8609,-958.31,-224.907,-178.059,-192.5,1916.25,-1680.0,629.28,249.28,85.12
695274.9109,-960.628,-225.822,-179.889,-708.75,1802.5,-1575.0,629.28,247.76,77.52
695274.9609,-961.421,-223.809,-178.486,-700.0,1540.0,-1610.0,644.48,237.12,69.92
695275.0109,-954.711,-226.31,-175.558,-420.0,1995.0,-1277.5,632.32,240.16,72.96
695275.0609,-956.175,-220.881,-179.889,-551.25,2432.5,-1408.75,636.88,250.8,59.28
695275.1109,-962.885,-223.443,-180.194,-1023.75,1925.0,-1260.0,644.48,241.68,77.52
695275.1609,-959.469,-224.724,-178.791,-1041.25,1347.5,-1758.75,629.28,221.92,63.84
695275.2109,-956.48,-223.138,-177.449,157.5,1417.5,-2170.0,644.48,223.44,62.32
695275.2609,-955.382,-224.968,-178.486,183.75,1881.25,-2073.75,647.52,253.84,65.36
695275.3109,-958.981,-226.31,-178.364,-481.25,2056.25,-1846.25,647.52,238.64,60.8
695275.3609,-955.87,-226.859,-179.401,-472.5,1758.75,-1688.75,633.84,238.64,71.44
695275.4109,-954.162,-225.029,-181.231,-1120.0,1671.25,-1356.25,629.28,235.6,57.76
695275.4609,-960.262,-223.748,-180.926,140.0,2012.5,-1811.25,633.84,231.04,66.88
695275.5109,-957.212,-227.774,-176.9,183.75,1566.25,-1837.5,638.4,249.28,68.4
695275.5609,-955.931,-222.833,-175.68,-630.0,1662.5,-1758.75,642.96,223.44,71.44
695275.611,-960.079,-229.421,-179.645,-857.5,1925.0,-1820.0,641.44,232.56,68.4
695275.6609,-955.992,-229.482,-177.998,-210.0,2257.5,-1811.25,624.72,247.76,60.8
695275.7109,-957.761,-225.273,-177.815,-525.0,2108.75,-1618.75,636.88,249.28,68.4
695275.7609,-960.079,-225.273,-179.34,-936.25,1863.75,-1373.75,614.08,235.6,74.48
695275.8109,-958.554,-226.676,-178.791,-673.75,1732.5,-1478.75,650.56,231.04,68.4
695275.8609,-958.798,-225.883,-180.072,-428.75,1907.5,-1426.25,632.32,256.88,68.4
695275.9113,-958.554,-225.578,-178.425,-516.25,1898.75,-1575.0,635.36,217.36,71.44
695275.9609,-961.848,-221.613,-180.621,-577.5,1513.75,-1645.0,630.8,235.6,76.0
695276.0109,-957.517,-226.249,-179.767,-1015.0,1540.0,-1627.5,624.72,235.6,65.36
695276.0609,-956.846,-229.36,-175.985,-262.5,1601.25,-1653.75,641.44,238.64,79.04
695276.1109,-957.822,-225.822,-177.693,-236.25,2266.25,-1767.5,633.84,246.24,60.8
695276.1609,-962.458,-226.798,-177.083,-665.0,2108.75,-1723.75,632.32,243.2,72.96
695276.2109,-952.698,-228.811,-180.316,-665.0,1968.75,-1592.5,636.88,240.16,74.48
695276.2609,-957.334,-224.846,-181.048,-761.25,2415.0,-1303.75,626.24,252.32,68.4
695276.3109,-964.41,-225.334,-185.806,122.5,1680.0,-1767.5,639.92,226.48,69.92
695276.3609,-960.384,-229.726,-181.719,-323.75,691.25,-1601.25,646.0,234.08,60.8
695276.4109,-957.822,-225.639,-175.497,-682.5,1050.0,-1898.75,638.4,215.84,71.44
695276.4609,-958.249,-231.068,-176.046,-831.25,1706.25,-1653.75,644.48,246.24,57.76
695276.5109,-956.053,-227.225,-176.107,-218.75,2345.0,-1356.25,627.76,231.04,72.96
695276.5609,-961.36,-224.846,-178.852,-665.0,1890.0,-1268.75,638.4,228.0,71.44
695276.6109,-961.909,-224.114,-180.804,-1330.0,1785.0,-1470.0,635.36,252.32,54.72
695276.6609,-956.114,-226.005,-181.902,-682.5,1811.25,-1373.75,618.64,241.68,88.16
695276.7109,-959.774,-227.286,-180.133,-8.75,1741.25,-1365.0,639.92,243.2,59.28
695276.7609,-957.456,-223.26,-180.438,-323.75,1846.25,-1513.75,656.64,228.0,60.8
695276.8109,-960.872,-224.663,-177.388,-411.25,1487.5,-2012.5,647.52,240.16,66.88
695276.8609,-960.14,-227.103,-175.863,-848.75,1172.5,-1671.25,641.44,229.52,54.72
695276.9109,-957.395,-229.116,-178.242,218.75,1776.25,-1645.0,649.04,228.0,68.4
695276.9609,-955.626,-231.251,-176.717,70.0,1793.75,-1776.25,629.28,241.68,68.4
695277.0109,-961.482,-225.578,-175.802,-945.0,1898.75,-1540.0,646.0,232.56,71.44
695277.0609,-959.103,-228.75,-176.839,-1382.5,1522.5,-1260.0,636.88,252.32,69.92
695277.1109,-955.748,-224.968,-180.499,-192.5,2782.5,-1207.5,639.92,226.48,72.96
695277.1609,-962.458,-226.859,-186.233,8.75,2248.75,-1855.0,639.92,232.56,65.36
695277.2109,-962.824,-227.042,-182.39,-323.75,778.75,-1750.0,635.36,250.8,51.68
695277.2609,-955.26,-224.297,-177.388,-341.25,997.5,-2056.25,650.56,238.64,65.36
695277.3109,-959.042,-229.238,-175.131,-770.0,1102.5,-1767.5,627.76,261.44,56.24
695277.3609,-957.578,-228.506,-174.521,-297.5,2021.25,-1470.0,620.16,220.4,62.32
695277.4109,-958.493,-226.92,-174.399,-525.0,2371.25,-1400.0,633.84,253.84,68.4
695277.4609,-959.774,-227.957,-177.754,-822.5,2143.75,-1417.5,626.24,240.16,48.64
695277.5109,-958.066,-225.7,-180.072,-726.25,1916.25,-1295.0,627.76,246.24,60.8
695277.5609,-957.151,-224.358,-180.682,-682.5,1846.25,-936.25,646.0,237.12,48.64
695277.611,-958.615,-223.931,-184.586,-691.25,1898.75,-1496.25,618.64,220.4,68.4
695277.6609,-959.042,-226.249,-182.634,-385.0,1618.75,-1566.25,635.36,243.2,79.04
695277.7109,-960.689,-224.907,-179.95,-367.5,1496.25,-1758.75,638.4,234.08,69.92
695277.7609,-963.617,-225.517,-181.048,-787.5,1408.75,-1662.5,635.36,224.96,63.84
695277.8109,-957.09,-228.262,-178.12,-175.0,1496.25,-2012.5,635.36,238.64,50.16
695277.8609,-957.456,-228.689,-174.826,-105.0,1592.5,-1505.0,635.36,241.68,62.32
695277.9109,-957.273,-222.528,-175.009,-595.0,1793.75,-1513.75,639.92,238.64,60.8
695277.9609,-958.188,-227.713,-180.499,-1137.5,2021.25,-1111.25,629.28,234.08,57.76
695278.0109,-955.565,-225.212,-180.316,288.75,2791.25,-1487.5,644.48,223.44,69.92
695278.0609,-961.787,-223.809,-186.294,-831.25,2590.0,-1435.0,629.28,250.8,57.76
695278.1109,-962.519,-222.65,-183.976,-1286.25,1645.0,-1330.0,641.44,237.12,72.96
695278.1609,-959.286,-223.809,-181.963,481.25,612.5,-1846.25,635.36,253.84,71.44
695278.2109,-959.713,-225.273,-174.155,-341.25,927.5,-1968.75,638.4,240.16,56.24
695278.2609,-955.26,-226.249,-173.85,-603.75,1776.25,-1793.75,635.36,246.24,69.92
695278.3109,-958.737,-226.127,-175.924,-183.75,2310.0,-1715.0,623.2,237.12,68.4
695278.3609,-960.018,-225.456,-176.046,-323.75,1890.0,-1653.75,639.92,226.48,79.04
695278.4109,-957.883,-227.164,-178.73,-778.75,1277.5,-1610.0,636.88,244.72,62.32
695278.4609,-957.761,-225.334,-175.68,-218.75,1592.5,-1435.0,639.92,226.48,69.92
695278.5109,-958.066,-224.724,-178.73,-280.0,2012.5,-1207.5,642.96,224.96,66.88
695278.5611,-962.885,-223.077,-181.414,-752.5,1793.75,-1758.75,630.8,249.28,80.56
695278.6109,-958.981,-226.676,-180.255,-1146.25,1452.5,-1706.25,636.88,231.04,65.36
695278.6609,-954.711,-225.944,-173.423,-726.25,1531.25,-1898.75,641.44,240.16,74.48
695278.7109,-956.724,-226.371,-173.24,-122.5,2100.0,-2030.0,638.4,228.0,62.32
695278.7609,-959.225,-226.493,-179.157,-761.25,2091.25,-1277.5,635.36,231.04,68.4
695278.8109,-956.114,-227.408,-177.693,-621.25,2467.5,-1662.5,624.72,237.12,60.8
695278.8609,-953.003,-224.297,-180.743,-1303.75,2345.0,-1216.25,646.0,237.12,71.44
695278.9109,-963.373,-223.321,-180.865,-892.5,2012.5,-1645.0,642.96,249.28,63.84
695278.9609,-961.238,-227.957,-182.756,472.5,1295.0,-2196.25,638.4,224.96,68.4
695279.0109,-960.445,-225.517,-178.425,-315.0,315.0,-2021.25,644.48,235.6,56.24
695279.0609,-958.249,-226.31,-178.059,-367.5,883.75,-2012.5,623.2,246.24,57.76
695279.1109,-955.565,-228.933,-172.081,-280.0,1785.0,-1566.25,632.32,226.48,85.12
695279.1609,-960.811,-227.042,-177.266,-472.5,2161.25,-1680.0,626.24,238.64,47.12
695279.2109,-958.737,-227.347,-176.229,-682.5,1960.0,-1645.0,627.76,232.56,71.44
695279.2609,-958.31,-228.079,-177.571,-752.5,1907.5,-1347.5,650.56,259.92,62.32
695279.3109,-959.591,-226.127,-177.51,-630.0,1951.25,-1426.25,630.8,234.08,63.84
695279.3609,-957.822,-225.944,-178.913,-665.0,1872.5,-1198.75,641.44,246.24,63.84
695279.4109,-958.249,-223.992,-179.157,-411.25,1907.5,-1496.25,635.36,246.24,66.88
695279.4609,-961.909,-228.323,-181.292,-901.25,1767.5,-2047.5,632.32,232.56,86.64
695279.5109,-956.236,-227.957,-175.68,-245.0,1863.75,-1793.75,638.4,237.12,63.84
695279.5609,-957.822,-229.36,-176.839,227.5,2143.75,-1636.25,636.88,232.56,69.92
695279.6109,-962.031,-224.724,-178.12,-665.0,1723.75,-1496.25,630.8,240.16,65.36
695279.6609,-956.541,-228.323,-177.998,-988.75,1723.75,-1382.5,621.68,243.2,51.68
695279.7109,-958.31,-223.687,-183.915,-752.5,2126.25,-1242.5,633.84,228.0,69.92
695279.7609,-956.602,-228.811,-183.976,-218.75,2170.0,-1653.75,630.8,234.08,44.08
695279.8109,-962.031,-228.689,-183.61,-43.75,726.25,-1820.0,644.48,241.68,71.44
695279.8609,-955.809,-225.212,-176.046,-682.5,743.75,-1960.0,647.52,253.84,77.52
695279.9109,-956.663,-228.628,-176.107,-918.75,1093.75,-1925.0,627.76,237.12,68.4
695279.9609,-954.284,-231.007,-172.569,-455.0,2397.5,-1400.0,653.6,235.6,91.2
695280.0109,-959.53,-227.286,-173.728,-586.25,2301.25,-1216.25,621.68,258.4,65.36
695280.0609,-956.358,-226.554,-180.316,-1408.75,1986.25,-1382.5,641.44,229.52,59.28
695280.1109,-957.578,-228.262,-179.523,-1111.25,1916.25,-1137.5,639.92,238.64,65.36
695280.1609,-958.859,-222.833,-184.098,350.0,2187.5,-1426.25,647.52,235.6,62.32
695280.2109,-961.665,-222.406,-181.963,-341.25,1592.5,-1653.75,647.52,238.64,71.44
695280.2609,-958.31,-225.029,-180.987,-831.25,1417.5,-1872.5,627.76,226.48,56.24
695280.3109,-960.079,-228.811,-177.571,-778.75,778.75,-1618.75,650.56,241.68,68.4
695280.3609,-962.397,-231.678,-176.351,35.0,1391.25,-1925.0,632.32,235.6,41.04
695280.4109,-955.565,-228.567,-172.569,-253.75,1487.5,-1645.0,655.12,232.56,69.92
695280.4609,-957.273,-227.225,-172.203,-726.25,2161.25,-1478.75,649.04,224.96,56.24
695280.5109,-959.774,-225.151,-177.815,-1155.0,2546.25,-1251.25,629.28,259.92,74.48
695280.561,-956.114,-221.491,-180.194,-1181.25,2537.5,-805.0,636.88,231.04,82.08
695280.6109,-959.591,-227.591,-188.978,-910.0,2423.75,-1225.0,620.16,223.44,59.28
695280.6609,-962.885,-226.371,-183.366,-831.25,507.5,-1540.0,638.4,241.68,83.6
695280.7109,-959.53,-225.334,-177.327,271.25,708.75,-1986.25,646.0,250.8,38.0
695280.7609,-959.286,-228.384,-173.057,-638.75,1417.5,-2003.75,639.92,215.84,77.52
695280.8109,-956.907,-228.75,-174.033,-726.25,1557.5,-1505.0,649.04,221.92,74.48
695280.8609,-958.432,-225.334,-175.009,-656.25,2345.0,-1566.25,624.72,223.44,74.48
695280.9109,-960.384,-224.724,-176.534,-1006.25,2091.25,-1268.75,633.84,220.4,76.0
695280.9609,-957.883,-225.456,-178.913,-936.25,2187.5,-1435.0,642.96,244.72,69.92
695281.0109,-959.103,-224.785,-180.194,-507.5,2065.0,-1190.0,636.88,231.04,76.0
695281.0609,-957.822,-223.748,-181.719,-297.5,2563.75,-1417.5,642.96,246.24,53.2
