,trial_start,ground_truth,actual_pred,fatigue_score
4,26.101030111312866,12.0,12.0,0.7567072408565995
5,32.149924993515015,7.5,7.5,0.9870195225393946
6,38.148879289627075,12.0,12.0,1.3939710781589116
7,44.16579222679138,10.0,10.0,2.0597135781370395
8,50.164754152297974,8.571428571428571,8.571428571428571,0.730296442136159
9,56.16474771499634,10.0,10.0,1.2939235095310702
10,62.147716760635376,10.0,10.0,1.093991522448139
11,68.18158340454102,10.0,10.0,1.2460529326323548
12,74.24539041519165,12.0,12.0,0.5788869191116317
13,80.24467039108276,8.571428571428571,8.571428571428571,0.9910016494779086
14,86.26178503036499,12.0,12.0,0.9473796729744263
15,92.26041865348816,7.5,7.5,0.9638738647541781
16,98.31024432182312,10.0,10.0,0.9437960990144806
17,104.32615852355957,12.0,12.0,1.2137009872557043
18,110.32711386680603,8.571428571428571,8.571428571428571,0.8837378164521359
19,116.32507801055908,7.5,7.5,0.7847900335470772
20,122.34099459648132,8.571428571428571,8.571428571428571,1.9939984477122354
21,128.40777397155762,10.0,10.0,3.92160534122127
22,134.34190845489502,8.571428571428571,8.571428571428571,0.9748823746639984
23,140.37244701385498,8.571428571428571,8.571428571428571,0.9906450115783956
24,146.43928575515747,8.571428571428571,8.571428571428571,0.679039441327135
25,152.48936438560486,8.571428571428571,8.571428571428571,0.7590915748387644
26,158.57113933563232,7.5,7.5,0.8460554556743646
27,164.61993193626404,10.0,10.0,0.9306490658102533
28,170.6528022289276,7.5,7.5,0.7709678824489412
29,176.6687295436859,7.5,7.5,0.6019843267293482
30,182.7015883922577,10.0,10.0,1.0416967311221308
31,188.76737022399902,7.5,7.5,0.6981203782102846
32,194.80024099349976,7.5,7.5,0.8547745741557905
33,200.86631035804749,8.571428571428571,8.571428571428571,0.4780660234257162
34,206.88240957260132,7.5,7.5,1.4432495206628666
35,212.89951372146606,12.0,12.0,0.49544322925065754
36,218.89847540855408,12.0,12.0,0.6187154962834019
37,224.93035507202148,12.0,12.0,0.9991607501993796
38,230.98017287254333,10.0,10.0,0.5570853309856553
39,236.96317768096924,7.5,7.5,0.861007108194887
40,242.99604725837708,7.5,7.5,0.6033288568753128
41,249.04587411880493,7.5,7.5,0.9156677239386971
42,255.0448338985443,8.571428571428571,8.571428571428571,0.7962175147434786
43,261.0620949268341,10.0,10.0,0.3144529096275702
44,267.095641374588,7.5,7.5,1.2028513545937465
45,273.05969524383545,12.0,12.0,0.6395284381355475
46,279.058655500412,10.0,10.0,1.1634779808966982
47,285.0745723247528,12.0,12.0,0.886805049094184
48,291.14135098457336,10.0,10.0,0.7805618168116024
49,297.15930128097534,10.0,10.0,0.8739250203572191
50,303.20613384246826,12.0,12.0,0.5771192123937197
51,309.25599122047424,8.571428571428571,8.571428571428571,0.8839494897265285
52,315.2719044685364,8.571428571428571,8.571428571428571,2.1707667005649887
53,321.2714958190918,12.0,12.0,0.5502730770076053
54,327.2867407798767,12.0,12.0,2.165553996361636
55,333.28669905662537,12.0,12.0,0.676431547308984
56,339.3026170730591,8.571428571428571,8.571428571428571,0.565287022788405
57,345.3025734424591,8.571428571428571,8.571428571428571,0.7032493891472432
58,351.35140347480774,8.571428571428571,8.571428571428571,1.5214918101671795
59,357.3673188686371,10.0,10.0,0.6502800264554037
60,363.3672752380371,8.571428571428571,8.571428571428571,0.8418268474864624
61,369.3692364692688,10.0,10.0,0.7771455138709241
62,375.36719250679016,10.0,10.0,0.8275089916431375
63,381.38205790519714,10.0,10.0,1.211278776913023
64,387.44824266433716,8.571428571428571,8.571428571428571,0.9476414858172787
65,393.44720482826233,7.5,7.5,0.9577051421842638
66,399.46312975883484,10.0,10.0,0.9632320713230713
67,405.5129442214966,7.5,7.5,0.39480466297988276
68,411.5298571586609,12.0,12.0,0.7966281229057892
69,417.59464740753174,8.571428571428571,8.571428571428571,0.5120662653622281
70,423.59460258483887,7.5,7.5,0.6851968512408173
71,429.59356355667114,12.0,12.0,0.875419239282862
72,435.5935206413269,8.571428571428571,8.571428571428571,0.6001503710688582
73,441.60920548439026,8.571428571428571,8.571428571428571,0.5672249809881797
74,447.60849165916443,10.0,10.0,0.8414056107334686
75,453.6084496974945,12.0,12.0,0.8533366146646137
76,459.60741090774536,12.0,12.0,0.5957424134312533
77,465.6233274936676,7.5,7.5,0.5815132639294925
78,471.69010639190674,10.0,10.0,0.6296714137301702
79,477.69007658958435,8.571428571428571,8.571428571428571,2.915082129176268
80,483.70598006248474,12.0,12.0,0.7393847791342677
81,489.75480794906616,12.0,12.0,0.50490932888603
82,495.7707245349884,10.0,10.0,0.8919019875628247
83,501.7699673175812,7.5,7.5,1.2056738495565178
84,507.76962900161743,10.0,10.0,1.0164954902408536
85,513.7855455875397,12.0,12.0,0.37463622427710414
86,519.8513426780701,7.5,7.5,0.6276189306516418
87,525.8512878417969,8.571428571428571,8.571428571428571,0.5490053753443113
88,531.850266456604,7.5,7.5,1.1300245019209194
89,537.8502061367035,7.5,7.5,0.6483196111570906
90,543.8491687774658,12.0,12.0,0.7596237872582086
91,549.8650846481323,12.0,12.0,1.1319225487518105
92,555.8650410175323,12.0,12.0,0.6933180305248895
93,561.8641788959503,12.0,12.0,0.2853312937394023
94,567.8634963035583,8.571428571428571,8.571428571428571,0.7502847149057843
95,573.8793942928314,7.5,7.5,0.545518672984585
96,579.8813788890839,7.5,7.5,0.7112354028698037
97,585.8953030109406,8.571428571428571,8.571428571428571,0.47291225508670204
98,591.9610526561737,8.571428571428571,8.571428571428571,1.1076324048567225
99,597.961049079895,7.5,7.5,1.9133700531211986
